,sexo,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,possui_celular,possui_fone_comercial,possui_fone,possui_email,qt_pessoas_residencia,mau,posse_de_veiculo_Y,posse_de_imovel_Y
1167,F,0,Working,Secondary / secondary special,Separated,House / apartment,44.57260273972603,3.72054794520548,1,0,0,0,1.0,False,False,True
1168,F,0,Working,Higher education,Married,House / apartment,47.67671232876712,8.638356164383561,1,0,1,0,2.0,False,True,True
1169,F,0,Working,Higher education,Married,House / apartment,47.67671232876712,8.638356164383561,1,0,1,0,2.0,True,True,True
1170,F,1,Commercial associate,Higher education,Civil marriage,House / apartment,28.90684931506849,8.219178082191782,1,0,0,1,3.0,False,True,True
1171,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,55.81095890410959,-1000.6657534246576,1,0,0,0,1.0,False,False,True
1172,M,0,Working,Secondary / secondary special,Married,House / apartment,44.75890410958904,7.471232876712329,1,1,1,0,2.0,False,True,True
1173,F,0,Working,Higher education,Married,House / apartment,33.64657534246575,4.131506849315069,1,0,0,1,2.0,False,False,True
1174,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.48219178082192,2.3808219178082197,1,0,0,0,2.0,False,False,False
1175,M,0,State servant,Secondary / secondary special,Civil marriage,House / apartment,51.67397260273973,4.054794520547945,1,1,1,0,2.0,False,True,True
1176,F,0,Working,Secondary / secondary special,Married,House / apartment,52.74794520547945,23.145205479452056,1,0,0,0,2.0,False,False,True
1177,F,0,Working,Higher education,Civil marriage,House / apartment,35.02191780821918,3.3013698630136985,1,0,0,0,2.0,False,False,True
1178,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,39.989041095890414,5.383561643835616,1,0,0,0,3.0,False,True,True
1179,F,0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.07123287671233,-1000.6657534246576,1,0,0,0,1.0,False,False,True
1180,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,36.586301369863016,7.471232876712329,1,0,0,0,1.0,False,True,True
1181,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.97808219178082,10.471232876712328,1,0,1,0,2.0,False,False,True
1182,M,0,Working,Secondary / secondary special,Civil marriage,House / apartment,43.76164383561644,5.550684931506849,1,0,0,1,2.0,False,True,True
1183,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.013698630136986,5.216438356164384,1,0,0,0,2.0,False,False,True
1184,F,1,Pensioner,Lower secondary,Married,House / apartment,59.54794520547945,-1000.6657534246576,1,0,0,0,3.0,False,False,True
1185,M,0,Working,Secondary / secondary special,Married,House / apartment,30.816438356164383,6.550684931506849,1,0,0,0,2.0,False,True,True
1186,F,0,Commercial associate,Higher education,Single / not married,House / apartment,41.536986301369865,19.56164383561644,1,0,0,0,1.0,False,True,True
1187,F,0,Working,Secondary / secondary special,Married,House / apartment,43.62465753424657,2.632876712328767,1,0,0,0,2.0,False,False,True
1188,F,0,Working,Secondary / secondary special,Widow,House / apartment,62.04383561643836,14.473972602739726,1,0,0,0,1.0,False,False,True
1189,F,1,Working,Secondary / secondary special,Married,With parents,22.03013698630137,3.887671232876712,1,0,1,1,3.0,False,False,True
1190,F,0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,48.86301369863013,3.468493150684932,1,0,0,0,1.0,False,False,True
1191,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,39.93698630136986,6.216438356164384,1,0,0,0,2.0,False,False,True
1192,F,0,Working,Higher education,Married,House / apartment,33.673972602739724,2.884931506849315,1,0,0,0,2.0,False,False,True
1193,F,0,Working,Secondary / secondary special,Separated,House / apartment,43.4027397260274,3.887671232876712,1,0,0,0,1.0,False,False,False
1194,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,34.97808219178082,12.64109589041096,1,0,0,0,3.0,False,True,False
1195,F,0,Working,Higher education,Separated,House / apartment,60.276712328767125,4.216438356164384,1,1,1,0,1.0,False,False,True
1196,M,0,Working,Higher education,Separated,House / apartment,33.78082191780822,14.975342465753425,1,0,0,0,1.0,False,True,False
1197,F,0,Working,Secondary / secondary special,Married,House / apartment,50.41369863013698,5.887671232876713,1,0,0,0,2.0,False,False,False
1198,M,1,Working,Secondary / secondary special,Civil marriage,House / apartment,36.06849315068493,2.8,1,0,0,0,3.0,False,True,True
1199,M,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.68219178082192,-1000.6657534246576,1,0,0,0,1.0,False,False,True
1200,F,0,Commercial associate,Higher education,Married,House / apartment,54.68493150684932,15.558904109589042,1,0,0,0,2.0,False,True,True
1201,M,1,Working,Higher education,Separated,House / apartment,49.54794520547945,3.3013698630136985,1,0,0,0,2.0,False,False,True
1202,M,1,Working,Secondary / secondary special,Married,House / apartment,29.945205479452056,2.128767123287671,1,0,0,0,3.0,False,False,True
1203,F,1,Working,Higher education,Married,With parents,30.13150684931507,6.887671232876713,1,0,0,0,3.0,False,True,True
1204,F,1,Working,Higher education,Married,With parents,30.13150684931507,6.887671232876713,1,0,0,0,3.0,True,True,True
1205,F,1,Commercial associate,Higher education,Married,House / apartment,26.78904109589041,7.972602739726027,1,1,0,1,3.0,False,False,True
1206,M,0,Working,Secondary / secondary special,Married,House / apartment,51.23287671232877,20.646575342465752,1,0,0,0,2.0,False,True,True
1207,F,0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63.06575342465754,-1000.6657534246576,1,0,0,0,1.0,False,False,False
1208,M,0,Commercial associate,Higher education,Married,House / apartment,59.11232876712329,2.8,1,0,0,0,2.0,False,True,True
1209,M,1,Working,Secondary / secondary special,Married,House / apartment,28.912328767123288,2.8,1,0,0,0,3.0,False,False,True
1210,F,0,Working,Higher education,Married,House / apartment,54.602739726027394,9.057534246575342,1,0,0,0,2.0,False,False,True
1211,M,0,Working,Secondary / secondary special,Married,Municipal apartment,58.54520547945206,33.56986301369863,1,0,1,0,2.0,False,True,False
1212,F,0,State servant,Secondary / secondary special,Married,House / apartment,58.12328767123287,2.213698630136986,1,0,0,0,2.0,False,False,True
1213,F,0,Working,Secondary / secondary special,Single / not married,House / apartment,50.01643835616439,6.550684931506849,1,0,0,0,1.0,False,True,True
1214,M,1,Working,Higher education,Married,With parents,31.18904109589041,5.383561643835616,1,1,1,0,3.0,False,True,False
1215,F,0,State servant,Secondary / secondary special,Married,House / apartment,53.1013698630137,9.183561643835615,1,0,0,0,2.0,False,False,True
1216,M,0,State servant,Secondary / secondary special,Married,House / apartment,42.05205479452055,16.564383561643837,1,1,0,0,2.0,False,True,True
1217,F,0,Commercial associate,Secondary / secondary special,Widow,House / apartment,38.81369863013698,4.972602739726027,1,1,0,0,1.0,False,False,False
1218,F,0,Working,Incomplete higher,Single / not married,With parents,26.7013698630137,3.473972602739726,1,0,1,0,1.0,False,False,False
1219,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.46849315068493,5.972602739726027,1,0,1,0,2.0,False,True,False
1220,F,0,Working,Higher education,Married,House / apartment,53.153424657534245,13.893150684931507,1,1,1,0,2.0,False,True,False
1221,F,1,Working,Secondary / secondary special,Separated,With parents,28.145205479452056,9.561643835616438,1,1,1,0,2.0,False,False,False
1222,F,0,Working,Secondary / secondary special,Widow,House / apartment,54.87671232876713,7.142465753424657,1,0,0,0,1.0,False,False,True
1223,M,1,Commercial associate,Secondary / secondary special,Married,House / apartment,41.74246575342466,0.5534246575342465,1,1,1,0,3.0,False,True,True
1224,F,0,Working,Secondary / secondary special,Single / not married,Office apartment,27.28219178082192,3.052054794520548,1,0,0,1,1.0,False,False,True
1225,M,2,Commercial associate,Secondary / secondary special,Married,House / apartment,42.4,7.887671232876713,1,0,1,0,4.0,False,True,False
1226,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,35.706849315068496,10.643835616438356,1,0,1,0,3.0,False,True,False
1227,F,0,Commercial associate,Higher education,Married,House / apartment,29.66575342465753,1.8,1,0,0,0,2.0,False,True,False
1228,F,0,Commercial associate,Higher education,Married,House / apartment,42.32328767123288,5.136986301369863,1,0,0,0,2.0,False,False,True
1229,F,0,Working,Secondary / secondary special,Married,House / apartment,52.44657534246576,15.063013698630137,1,1,1,0,2.0,False,False,False
1230,F,2,Working,Secondary / secondary special,Married,House / apartment,42.44657534246576,2.389041095890411,1,1,1,0,4.0,False,True,False
1231,F,0,Working,Secondary / secondary special,Married,House / apartment,36.67671232876712,11.893150684931507,1,0,1,0,2.0,False,False,False
1232,M,0,State servant,Secondary / secondary special,Married,House / apartment,32.81369863013698,7.394520547945206,1,0,0,0,2.0,False,False,False
1233,M,0,Working,Lower secondary,Married,House / apartment,57.68219178082192,12.227397260273971,1,1,1,0,2.0,False,True,False
1234,F,0,Commercial associate,Secondary / secondary special,Separated,With parents,32.56986301369863,3.887671232876712,1,0,1,0,1.0,False,False,False
1235,F,0,Working,Secondary / secondary special,Married,House / apartment,36.9972602739726,5.972602739726027,1,0,1,0,2.0,False,False,False
1236,M,0,Commercial associate,Secondary / secondary special,Separated,House / apartment,41.47945205479452,0.6383561643835617,1,1,1,0,1.0,False,False,False
1237,F,1,Working,Higher education,Married,House / apartment,39.14246575342466,6.221917808219178,1,1,0,0,3.0,False,False,False
1238,F,0,Working,Higher education,Married,With parents,29.17808219178082,10.142465753424656,1,1,1,0,2.0,False,False,False
1239,F,3,Commercial associate,Secondary / secondary special,Married,House / apartment,39.90684931506849,4.054794520547945,1,1,0,0,5.0,False,False,True
1240,F,1,Working,Secondary / secondary special,Separated,House / apartment,47.20821917808219,0.2164383561643835,1,1,1,0,2.0,False,False,True
1241,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.15890410958904,5.471232876712329,1,0,0,0,2.0,False,False,True
1242,F,1,Working,Higher education,Married,House / apartment,27.438356164383563,1.556164383561644,1,1,1,0,3.0,False,False,False
1243,M,0,Working,Secondary / secondary special,Married,House / apartment,56.67671232876712,11.227397260273971,1,1,1,0,2.0,False,False,False
1244,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,54.293150684931504,12.808219178082192,1,0,1,0,2.0,False,False,True
1245,F,3,Working,Secondary / secondary special,Married,Municipal apartment,34.40821917808219,16.06027397260274,1,0,1,0,5.0,False,True,True
1246,F,0,Working,Secondary / secondary special,Married,House / apartment,51.2,5.558904109589041,1,1,1,0,2.0,False,True,False
1247,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,45.0,2.219178082191781,1,0,0,0,2.0,False,True,False
1248,M,0,Pensioner,Secondary / secondary special,Married,House / apartment,64.76986301369863,-1000.6657534246576,1,0,0,0,2.0,False,True,False
1249,M,1,Working,Higher education,Married,House / apartment,40.76164383561644,18.315068493150687,1,0,0,0,3.0,False,False,True
1250,M,0,Pensioner,Higher education,Married,House / apartment,51.654794520547945,-1000.6657534246576,1,0,0,0,2.0,False,True,True
1251,M,2,Working,Higher education,Married,House / apartment,29.78904109589041,0.7232876712328767,1,0,0,0,4.0,False,True,False
1252,F,0,Working,Secondary / secondary special,Married,House / apartment,28.315068493150687,0.7232876712328767,1,1,0,0,2.0,False,False,False
1253,F,3,Working,Higher education,Married,House / apartment,36.25753424657534,4.802739726027397,1,0,0,0,5.0,False,True,False
1254,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,60.79726027397261,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1255,F,3,Pensioner,Secondary / secondary special,Widow,House / apartment,36.41095890410959,-1000.6657534246576,1,0,0,0,4.0,False,False,False
1256,F,0,Working,Secondary / secondary special,Married,House / apartment,40.25205479452055,3.7260273972602738,1,1,0,0,2.0,False,True,False
1257,M,0,Working,Secondary / secondary special,Single / not married,House / apartment,28.153424657534245,7.142465753424657,1,0,1,0,1.0,False,True,False
1258,M,2,Working,Secondary / secondary special,Married,House / apartment,35.37534246575343,5.052054794520548,1,0,0,0,4.0,False,True,False
1259,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,46.62465753424657,25.98630136986301,1,0,1,0,2.0,False,False,False
1260,F,0,Working,Higher education,Civil marriage,House / apartment,43.92876712328767,2.8,1,0,0,0,2.0,False,False,True
1261,M,0,Working,Higher education,Married,House / apartment,55.23013698630137,3.558904109589041,1,0,0,0,2.0,False,True,False
1262,F,0,Pensioner,Secondary / secondary special,Married,House / apartment,58.83561643835616,-1000.6657534246576,1,0,0,0,2.0,False,False,True
1263,F,0,Working,Secondary / secondary special,Married,House / apartment,52.465753424657535,4.13972602739726,1,0,1,0,2.0,False,False,False
1264,F,0,Working,Secondary / secondary special,Married,House / apartment,44.654794520547945,3.9726027397260273,1,1,1,0,2.0,False,True,False
1265,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,39.45753424657534,1.3013698630136987,1,0,0,0,3.0,False,True,True
1266,F,1,Working,Secondary / secondary special,Married,House / apartment,38.96438356164384,0.3863013698630137,1,1,1,0,3.0,False,True,True
1267,F,2,Working,Secondary / secondary special,Married,House / apartment,31.164383561643834,10.391780821917807,1,0,0,0,4.0,False,False,True
1268,F,1,Commercial associate,Secondary / secondary special,Married,House / apartment,41.35890410958904,2.723287671232877,1,1,0,0,3.0,False,False,False
1269,F,0,Working,Higher education,Married,House / apartment,48.54246575342466,12.227397260273971,1,0,0,0,2.0,False,False,True
1270,F,1,Working,Secondary / secondary special,Married,House / apartment,37.99452054794521,2.723287671232877,1,0,0,0,3.0,False,True,True
1271,F,1,Working,Secondary / secondary special,Married,House / apartment,43.02191780821918,5.052054794520548,1,0,0,0,3.0,False,False,True
1272,F,0,Commercial associate,Secondary / secondary special,Married,House / apartment,43.654794520547945,19.567123287671237,1,1,0,0,2.0,False,False,True
1273,M,0,Commercial associate,Secondary / secondary special,Married,House / apartment,31.893150684931506,5.884931506849315,1,0,0,0,2.0,False,True,False
1274,F,0,Working,Secondary / secondary special,Married,House / apartment,46.18630136986302,8.558904109589042,1,0,0,0,2.0,False,True,True
